icon_code	icon_description	season	activity_prompt
50d	mist	fall	wrapping up in a colorful autumn leaf
50d	mist	fall	sitting inside a hollowed-out pumpkin
50d	mist	fall	observing a foggy day from its cozy den
50d	mist	fall	taking a nap on a soft pile of leaves
50d	mist	fall	playing with a tiny sailboat on a misty pond
50d	mist	fall	bopping a hanging cobweb with its tiny paws
50d	mist	fall	trying to warm its paws with a tiny heat pack
50d	mist	fall	making tiny foggy breath clouds
50d	mist	fall	reading a mini book by candlelight
50d	mist	fall	choosing the perfect pumpkin from a mini pumpkin patch
50d	mist	fall	wearing a tiny raincoat in the mist
50d	mist	fall	taking a leisurely stroll through fallen leaves
50d	mist	fall	jumping in a pile of dry leaves
50d	mist	fall	trying to catch a light drizzle with a leaf
50d	mist	fall	taking a solo lantern-lit walk
50d	mist	fall	rolling a small hay bale
50d	mist	fall	baking mini apple pies in a tiny oven
50d	mist	fall	nibbling on a corn cob
50d	mist	fall	sailing a tiny paper boat in a puddle
50d	mist	fall	trying to climb a tall mushroom
50d	mist	fall	hiding behind a large pumpkin
50d	mist	fall	wearing leaf-printed rain boots
50d	mist	fall	collecting colorful autumn leaves
50d	mist	fall	crafting a fall wreath from mini twigs and leaves
50d	mist	fall	enjoying a cosy fire in a tiny fireplace
50d	mist	fall	peeping through a hollow tree trunk
50d	mist	fall	holding a small lantern to light its way through the mist
50d	mist	winter	making a snow angel
50d	mist	winter	poking his head out from beneath a frozen lily pad
50d	mist	winter	sipping hot cocoa in the mist
50d	mist	winter	shivering and wrapping its tail around itself for warmth
50d	mist	winter	cuddling a snowflake delicately in his hand
50d	mist	winter	trying to catch a snowflake on its tongue
50d	mist	winter	sliding on an icy pond
50d	mist	winter	wearing a tiny wool scarf, breath puffing out visibly in the cold
50d	mist	winter	reading a book by a lantern light
50d	mist	winter	huddled up in a shell-shaped tent
50d	mist	winter	building a snowman with little pebble eyes
50d	mist	winter	ice-fishing through a hole in a frozen pond
50d	mist	winter	skiing down a gentle incline
50d	mist	winter	playing hide-and-seek in a dense fog
50d	mist	winter	making a warm fire with tiny twigs
50d	mist	winter	crafting a wreath out of frosted leaves
50d	mist	winter	tossing a snowball into the frosty air
50d	mist	winter	looking through a snow globe
50d	mist	winter	slipping on an icy stone
50d	mist	winter	writing his name in the snow
50d	mist	winter	preparing a cup of hot herbal tea
50d	mist	winter	listening to winter-themed music on a mini xylophone
50d	mist	winter	trying to ice-skate and spinning out of control
50d	mist	winter	blowing a chilly breath onto a window and drawing a smiley face on it
50d	mist	winter	walking through the mist with a tiny lantern
50d	mist	winter	clicking a dewdrop-covered icicle with a tiny camera
50d	mist	winter	leaving footprints in the fresh snow
50d	mist	winter	sleeping peacefully under a bed of fallen leaves
50d	mist	winter	touching a frosted leaf with a shiver
50d	mist	winter	licking an icicle like a popsicle
50d	mist	winter	dangling feet in a frozen pond
50d	mist	winter	laughing and tossing snow in the air
50d	mist	winter	decorating a pinecone with frozen berries
50d	mist	winter	playing a game of tic-tac-snow with pebbles and sticks
50d	mist	winter	trying to climb a snowy hill
50d	mist	winter	slurping a long strand of frozen seaweed
50d	mist	winter	holding a snowflake gently on a leaf
50d	mist	winter	following animal tracks in the snow
50d	mist	winter	tying a tiny woolly hat onto a frozen fern
50d	mist	winter	huddled up inside a small log, peeking out at the mist
50d	mist	winter	drinking dewdrops from a frosted leaf
50d	mist	winter	staring curiously at a snowflake
50d	mist	winter	tasting a snowflake falling on its tongue
50d	mist	winter	warming up by a small candle
50d	mist	winter	smiling and waving at a snowman
50d	mist	winter	whistling a tune with frosty breath
50d	mist	winter	gathering twigs for a tiny bonfire
50d	mist	winter	playing hide and seek with a snowflake
50d	mist	winter	rolling a giant snowball with its tail
50d	mist	winter	bouncing a snowball on a frozen lily pad
